cohort_name,estimate,value,diagnostics,source
atrial_fibrillation,Clinical description,"Atrial fibrillation is a cardiac arrhythmia characterised by chaotic and rapid electrical impulses in the atria, leading to an irregular and often fast ventricular response. This results from structural and electrical remodelling of the atria, often secondary to underlying cardiovascular disease.",cohort_count,gemini-2.5-pro
atrial_fibrillation,Frequency,"Atrial fibrillation is the most common sustained cardiac arrhythmia, and its prevalence increases with age. Cases are frequently recorded in both primary and secondary care data, often identified through electrocardiograms or clinical presentations.",cohort_count,gemini-2.5-pro
atrial_fibrillation,Median age of incident cases,"70 to 80 (The incidence of atrial fibrillation rises sharply with advancing age, with most new diagnoses occurring in older adults.)",cohort_characteristics,gemini-2.5-pro
atrial_fibrillation,Percentage male,"55% to 65% (Men have a higher age-adjusted incidence of atrial fibrillation compared to women, though lifetime risk is similar due to women's longer life expectancy.)",cohort_characteristics,gemini-2.5-pro
atrial_fibrillation,Survival at five years,"60% to 75% (Mortality is higher in individuals with atrial fibrillation compared to the general population, primarily due to an increased risk of stroke, heart failure, and other cardiovascular events.)",cohort_survival,gemini-2.5-pro
atrial_fibrillation,Cohort overlap,"Expect high overlap (30-70%) with hypertension, heart failure, type 2 diabetes, and their respective medication cohorts (antihypertensives, beta blockers, acei/arbs, statins); moderate overlap (10-30%) with anticoagulants, dyslipidaemia, ischaemic stroke, and ckd; and lower overlap (<10%) with acute mi, valve disorders and procedural cohorts.",compare_cohorts,gemini-2.5-pro
atrial_fibrillation,Cohort timing,"Pre-existing risk factor cohorts such as hypertension, type 2 diabetes, and dyslipidaemia will typically be recorded years before the atrial fibrillation diagnosis. Management cohorts like anticoagulants and beta blockers are usually initiated at the time of or shortly after the atrial fibrillation diagnosis, while consequence cohorts like ischaemic stroke or heart failure often appear after.",compare_cohorts,gemini-2.5-pro
atrial_fibrillation,Frequently seen comorbidities,"the most common comorbidities are hypertension, heart failure, type 2 diabetes, dyslipidaemia, obesity, chronic kidney disease, ischaemic stroke, acute myocardial infarction, and valve disorders. (These comorbidities are common as they share risk factors with atrial fibrillation or can directly contribute to the atrial remodelling that precipitates the arrhythmia.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
atrial_fibrillation,Frequently seen signs and symptoms,"the most common signs and symptoms are palpitations, dyspnoea, fatigue, dizziness, chest pain, and syncope. (These symptoms are a direct consequence of the irregular and often rapid heart rate, which compromises cardiac output and efficiency.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
atrial_fibrillation,Frequently seen medications,"the most common medications are anticoagulants (including doacs and warfarin), beta blockers, antihypertensives (including ace inhibitors, angiotensin receptor blockers, calcium channel blockers, and thiazide diuretics), and statins. (These medications are prescribed for rate or rhythm control and, crucially, for stroke prevention, as well as to manage underlying cardiovascular risk factors.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
cartoid_artery_disease,Clinical description,"Carotid artery disease is a form of atherosclerosis characterised by the build-up of plaque within the carotid arteries, the primary vessels supplying blood to the brain. This stenosis, or narrowing, can reduce cerebral blood flow and act as a source for emboli, leading to ischaemic stroke.",cohort_count,gemini-2.5-pro
cartoid_artery_disease,Frequency,"Carotid artery disease is a common condition, particularly in older adults with cardiovascular risk factors, and its prevalence increases with age. Cases are readily identifiable in both primary and secondary care data through diagnostic codes for the disease or its consequences, such as stroke, and records of relevant imaging or surgical procedures.",cohort_count,gemini-2.5-pro
cartoid_artery_disease,Median age of incident cases,"68 to 75 (The disease is strongly age-dependent, with most individuals being diagnosed after the age of 65 following the slow progression of atherosclerosis over many decades.)",cohort_characteristics,gemini-2.5-pro
cartoid_artery_disease,Percentage male,"55% to 65% (Men tend to be diagnosed at a younger age than women, leading to a slight male predominance in most study cohorts.)",cohort_characteristics,gemini-2.5-pro
cartoid_artery_disease,Survival at five years,"70% to 85% (Mortality is primarily driven by major cardiovascular events, such as myocardial infarction and stroke, reflecting the systemic nature of atherosclerotic disease.)",cohort_survival,gemini-2.5-pro
cartoid_artery_disease,Cohort overlap,"Expect very high overlap (70-95%) with cohorts for anti-dyslipidaemia (especially statin), antihypertensives, and aspirin; high overlap (60-90%) with hypertension and dyslipidaemia; and moderate overlap with type 2 diabetes (20-40%), acute myocardial infarction (20-40%), ischaemic stroke (20-40%), percutaneous coronary intervention or coronary artery bypass graft (20-40%), and thromboendarterectomy or stenting of extracranial arteries (10-40%).",compare_cohorts,gemini-2.5-pro
cartoid_artery_disease,Cohort timing,"Individuals are typically diagnosed with risk factor cohorts such as hypertension, dyslipidaemia, and type 2 diabetes many years prior to the carotid artery disease diagnosis. The carotid diagnosis may be concurrent with an ischaemic stroke or acute myocardial infarction, or it may precede it. Definitive treatments such as thromboendarterectomy or stenting will occur after the diagnosis has been established.",compare_cohorts,gemini-2.5-pro
cartoid_artery_disease,Frequently seen comorbidities,"hypertension, dyslipidaemia, ischaemic stroke, type 2 diabetes, acute myocardial infarction, atrial fibrillation, heart failure, obesity, and chronic kidney disease are frequently seen. (These comorbidities are common as they share the same underlying pathophysiological mechanisms and risk factors as carotid artery disease, such as atherosclerosis and vascular inflammation.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
cartoid_artery_disease,Frequently seen signs and symptoms,"carotid bruit, amaurosis fugax, transient ischaemic attack, dysarthria, unilateral weakness, unilateral sensory loss, aphasia, and facial droop are frequently seen. (These are typically neurological and result from thromboembolic events causing temporary or permanent ischaemia in the brain or retina supplied by the affected artery.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
cartoid_artery_disease,Frequently seen medications,"aspirin, statins, clopidogrel, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, beta-blockers, and calcium channel blockers are frequently seen. (This medication profile reflects treatments to prevent platelet aggregation, manage dyslipidaemia and hypertension, and reduce overall cardiovascular risk.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
dyslipidemia,Clinical description,"Dyslipidaemia is characterised by abnormal levels of lipids, such as cholesterol and triglycerides, in the blood. It can be primary, caused by genetic mutations, or more commonly secondary, resulting from lifestyle factors like diet and inactivity or other medical conditions such as diabetes.",cohort_count,gemini-2.5-pro
dyslipidemia,Frequency,"Dyslipidaemia is a very common condition and a major modifiable risk factor for cardiovascular disease. It is readily identifiable in primary and secondary care data through diagnosis codes, lipid panel laboratory results, and prescriptions for lipid-lowering therapies.",cohort_count,gemini-2.5-pro
dyslipidemia,Median age of incident cases,"45 to 60 (The prevalence of dyslipidaemia increases with age, with incident cases commonly diagnosed in middle-aged or older adults during routine health screening.)",cohort_characteristics,gemini-2.5-pro
dyslipidemia,Percentage male,"50% to 60% (Men tend to have a higher prevalence of dyslipidaemia than pre-menopausal women, but the incidence in women increases significantly after the menopause.)",cohort_characteristics,gemini-2.5-pro
dyslipidemia,Survival at five years,"90% to 98% (Survival is generally high as dyslipidaemia is a chronic risk factor rather than an acute fatal condition; however, mortality is increased due to its association with atherosclerotic cardiovascular disease.)",cohort_survival,gemini-2.5-pro
dyslipidemia,Cohort overlap,"Expect very high overlap (70-100%) with lipid-lowering medication cohorts (anti_dyslipidaemia, statin), high overlap (30-70%) with cohorts for common comorbidities like hypertension, type_2_diabetes, and obesity, and moderate overlap (10-40%) with cohorts for atherosclerotic events (acute_mi, ischemic_stroke) and related procedures.",compare_cohorts,gemini-2.5-pro
dyslipidemia,Cohort timing,"Dyslipidaemia is a chronic risk factor, so its diagnosis would typically precede entry into cohorts for cardiovascular events (e.g., acute_mi, ischemic_stroke) and revascularisation procedures by several years. For other risk factor cohorts (hypertension, type_2_diabetes, obesity), entry may be concurrent or within a few years of the dyslipidaemia diagnosis. Entry into medication cohorts like statin would typically occur at or soon after the dyslipidaemia diagnosis.",compare_cohorts,gemini-2.5-pro
dyslipidemia,Frequently seen comorbidities,"hypertension, type 2 diabetes, obesity, acute myocardial infarction, ischaemic stroke, heart failure, atrial fibrillation, carotid artery disease, chronic kidney disease stage 1 and chronic kidney disease stage 2. (These conditions share common risk factors and pathophysiological pathways, such as metabolic syndrome, insulin resistance, and inflammation, which contribute to the development of atherosclerotic cardiovascular disease.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
dyslipidemia,Frequently seen signs and symptoms,"xanthomas, xanthelasma, arcus senilis, angina pectoris, claudication, transient ischaemic attack, stroke, myocardial infarction, pancreatitis and shortness of breath. (Dyslipidaemia is frequently asymptomatic and is often identified through screening, with signs and symptoms typically arising from its complications such as atherosclerosis or, in severe cases, from the deposition of lipids in tissues.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
dyslipidemia,Frequently seen medications,"statins, ezetimibe, pcsk9 inhibitors, aspirin, angiotensin converting enzyme inhibitors or angiotensin receptor blockers, beta-adrenergic blocking agents, calcium channel blockers, thiazide diuretics, warfarin and direct oral anticoagulants. (These medications include lipid-lowering therapies to directly manage dyslipidaemia and drugs to manage common co-existing cardiovascular risk factors and diseases like hypertension and thrombosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
endocarditis,Clinical description,"Endocarditis is an infection of the endocardium, the heart's inner lining, most commonly affecting the heart valves. It is typically caused by bacteria, fungi, or other microorganisms entering the bloodstream and attaching to damaged heart tissue or prosthetic devices.",cohort_count,gemini-2.5-pro
endocarditis,Frequency,"Endocarditis is an uncommon but life-threatening condition, and because it almost always requires hospitalisation for diagnosis and treatment, cases are readily identifiable in hospital-based data but will be rare in purely primary care data.",cohort_count,gemini-2.5-pro
endocarditis,Median age of incident cases,"55 to 70 (The incidence of endocarditis increases with age, with most cases occurring in individuals over 50 years old, often associated with degenerative valve disease or prosthetic valves.)",cohort_characteristics,gemini-2.5-pro
endocarditis,Percentage male,"60% to 75% (A male predominance is consistently observed, with men being affected approximately twice as often as women.)",cohort_characteristics,gemini-2.5-pro
endocarditis,Survival at five years,"50% to 65% (Mortality from endocarditis remains high despite medical and surgical advances, with significant mortality both during the initial hospitalisation and in the years following.)",cohort_survival,gemini-2.5-pro
endocarditis,Cohort overlap,"Significant overlap (20-60%) is expected with cohorts for pre-existing cardiovascular conditions and risk factors like valve disorder, heart failure, hypertension, and chronic kidney disease, and their corresponding medication cohorts; overlap with acute events like ischemic stroke may be lower (5-15%) but clinically important.",compare_cohorts,gemini-2.5-pro
endocarditis,Cohort timing,"Individuals typically enter cohorts for chronic risk factors such as valve disorders or hypertension many years prior to the endocarditis diagnosis, whereas entry into cohorts for acute complications like heart failure or ischemic stroke often occurs concurrently or within weeks of the endocarditis event.",compare_cohorts,gemini-2.5-pro
endocarditis,Frequently seen comorbidities,"valve disorder, heart failure, atrial fibrillation, hypertension, type 2 diabetes, chronic kidney disease, coronary artery disease, malignancy, rheumatic heart disease, intravenous drug use (These comorbidities are frequently observed as they either represent direct risk factors for developing endocarditis, such as pre-existing valve damage, or reflect a patient population with increased susceptibility to severe infections.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
endocarditis,Frequently seen signs and symptoms,"fever, heart murmur, fatigue, chills, shortness of breath, myalgia, arthralgia, night sweats, weight loss, embolic phenomena (The clinical presentation is highly variable, reflecting a combination of systemic infection, immunological responses, and cardiac or embolic complications.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
endocarditis,Frequently seen medications,"vancomycin, gentamicin, ceftriaxone, furosemide, ramipril, bisoprolol, aspirin, warfarin, amoxicillin, rifampicin (Medication history is characterised by prolonged courses of high-dose intravenous antibiotics for treatment, alongside therapies for managing common cardiovascular comorbidities like heart failure and hypertension.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
heart_failure,Clinical description,"Heart failure is a clinical syndrome caused by a structural or functional cardiac abnormality, resulting in reduced cardiac output and/or elevated intracardiac pressures at rest or during stress. The most common causes are coronary artery disease, hypertension, and valvular heart disease.",cohort_count,gemini-2.5-pro
heart_failure,Frequency,"Heart failure is a common condition, particularly among older adults, and its prevalence is increasing globally. As a condition requiring long-term management and frequent hospitalisations, cases are readily identifiable in both primary care and hospital administrative data.",cohort_count,gemini-2.5-pro
heart_failure,Median age of incident cases,"75 to 85 (The incidence and prevalence of heart failure increase steeply with age, with the majority of new diagnoses occurring in individuals over the age of 70.)",cohort_characteristics,gemini-2.5-pro
heart_failure,Percentage male,"50% to 60% (Overall, there is a slight male predominance in heart failure incidence, although women comprise a substantial proportion of prevalent cases due to their longer life expectancy.)",cohort_characteristics,gemini-2.5-pro
heart_failure,Survival at five years,"40% to 60% (Despite significant advances in treatment, the prognosis for heart failure remains poor, with mortality rates comparable to some common cancers.)",cohort_survival,gemini-2.5-pro
heart_failure,Cohort overlap,"Expect very high overlap (60-90%) with hypertension and key medication cohorts (acei_arbs, beta_blockers, thiazide_diuretics), and high overlap (30-60%) with atrial_fibrillation, acute_mi, type_2_diabetes, chronic kidney disease, statin, anticoagulant, and aspirin cohorts.",compare_cohorts,gemini-2.5-pro
heart_failure,Cohort timing,"Causal risk factors like hypertension and type_2_diabetes typically predate the heart failure diagnosis by many years, whereas an acute_mi may occur concurrently or precede it. Guideline-directed medications for heart failure, such as acei_arbs and beta_blockers, are typically initiated at or shortly after diagnosis, while medications for comorbidities like statins may have been started earlier.",compare_cohorts,gemini-2.5-pro
heart_failure,Frequently seen comorbidities,"the most common comorbidities are hypertension, atrial fibrillation, type 2 diabetes, dyslipidaemia, chronic kidney disease, acute myocardial infarction, obesity, and valve disorders. (These comorbidities are frequently observed as they are either direct causes of heart failure, such as hypertension or myocardial infarction, or they share common risk factors and pathophysiological pathways.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
heart_failure,Frequently seen signs and symptoms,"the most common signs and symptoms are dyspnoea, orthopnoea, peripheral oedema, fatigue, paroxysmal nocturnal dyspnoea, elevated jugular venous pressure, and pulmonary crackles. (These clinical features arise from the two primary pathophysiological consequences of heart failure: systemic fluid retention and congestion, and inadequate perfusion of tissues and organs.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
heart_failure,Frequently seen medications,"the most common medications are ace inhibitors and angiotensin receptor blockers, beta blockers, thiazide diuretics, statins, anticoagulants, aspirin, and direct oral anticoagulants. (This medication profile reflects guideline-directed medical therapy to improve cardiac function and survival, alongside treatments for highly prevalent comorbidities such as ischaemic heart disease and atrial fibrillation.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
hypertension,Clinical description,"Hypertension, or high blood pressure, is a chronic medical condition in which the force of the blood against the artery walls is consistently too high. The vast majority of cases are 'primary' or 'essential' hypertension, which has no identifiable cause and is thought to be linked to genetics, diet, and lifestyle, while a smaller proportion are 'secondary' to other conditions such as kidney disease or endocrine disorders.",cohort_count,gemini-2.5-pro
hypertension,Frequency,"Hypertension is extremely common, affecting over a quarter of adults globally, and its prevalence increases with age. As a frequently managed condition in primary care and a common comorbidity in hospitalised patients, cases are readily identifiable in both primary and secondary care real-world data.",cohort_count,gemini-2.5-pro
hypertension,Median age of incident cases,"50 to 65 (The incidence of hypertension rises steadily with age, with most new diagnoses occurring in middle-aged and older adults.)",cohort_characteristics,gemini-2.5-pro
hypertension,Percentage male,"45% to 55% (At younger ages, hypertension is more common in men, but the prevalence in women increases significantly after menopause, leading to a relatively balanced sex distribution overall.)",cohort_characteristics,gemini-2.5-pro
hypertension,Survival at five years,"90% to 95% (Although hypertension is a major risk factor for life-threatening events like heart attack and stroke, it is manageable with treatment, and five-year survival after diagnosis is high.)",cohort_survival,gemini-2.5-pro
hypertension,Cohort overlap,"A high degree of overlap is expected with medication cohorts such as antihypertensive (70-90%), acei_arbs (40-60%), calcium_channel_blockers (30-50%), thiazide_diuretics (20-40%), statin (50-70%), and anti_dyslipidaemia (50-70%). Significant overlap is also expected with comorbid condition cohorts, including dyslipidemia (50-70%), obesity (40-60%), type_2_diabetes (30-50%), and various stages of ckd (20-40%). Overlap with cohorts for acute events like acute_mi or ischemic_stroke, or related procedures like percutaneous_coronary_intervention, would be lower (10-30%), representing the subset of patients who have experienced these sequelae.",compare_cohorts,gemini-2.5-pro
hypertension,Cohort timing,"Diagnosis of hypertension typically precedes entry into cohorts for its complications (e.g., acute_mi, heart_failure, ischemic_stroke, ckd stages) by several years. Entry into medication cohorts (e.g., antihypertensive, acei_arbs, statin) usually occurs concurrently with or shortly after the hypertension diagnosis, within days to months. Entry into cohorts for other chronic risk factors like type_2_diabetes, dyslipidemia, and obesity often occurs around the same time, typically within a few years before or after the hypertension diagnosis, as part of a developing metabolic syndrome profile.",compare_cohorts,gemini-2.5-pro
hypertension,Frequently seen comorbidities,"dyslipidaemia, obesity, type 2 diabetes mellitus, chronic kidney disease, ischaemic heart disease, atrial fibrillation, heart failure, cerebrovascular disease, peripheral arterial disease, and gout (These conditions often share underlying risk factors with hypertension, such as metabolic syndrome, or develop as a direct consequence of long-term damage caused by elevated blood pressure.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
hypertension,Frequently seen signs and symptoms,"elevated blood pressure reading, headache, dizziness, blurred vision, shortness of breath, epistaxis, palpitations, chest pain, tinnitus, and fatigue (Hypertension is frequently asymptomatic and detected during routine screening, with symptoms typically only appearing when blood pressure is very high or when complications have developed.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
hypertension,Frequently seen medications,"ramipril, amlodipine, indapamide, losartan, bisoprolol, atorvastatin, simvastatin, aspirin, bendroflumethiazide, and candesartan (These medications are prescribed to lower blood pressure and manage associated cardiovascular risk factors like high cholesterol, thereby reducing the likelihood of future cardiovascular events.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ischemic_stroke,Clinical description,"Ischemic stroke results from an occlusion of a blood vessel supplying the brain, leading to a loss of brain function in the affected area. The occlusion is most commonly caused by a thrombus forming on an atherosclerotic plaque or an embolus originating from the heart or a large artery.",cohort_count,gemini-2.5-pro
ischemic_stroke,Frequency,"Ischemic stroke is a common and serious medical condition, and is a leading cause of long-term disability; cases are readily identifiable in both primary and secondary care electronic health records, as well as in insurance claims data.",cohort_count,gemini-2.5-pro
ischemic_stroke,Median age of incident cases,"70 to 80 (The incidence of ischemic stroke increases substantially with age, with the majority of events occurring in individuals older than 65 years.)",cohort_characteristics,gemini-2.5-pro
ischemic_stroke,Percentage male,"50% to 55% (Men have a slightly higher age-adjusted incidence of ischemic stroke than women, though women have more strokes overall due to their longer life expectancy.)",cohort_characteristics,gemini-2.5-pro
ischemic_stroke,Survival at five years,"35% to 55% (Mortality is highest in the first 30 days and first year post-stroke, and is strongly influenced by the initial severity of the stroke, the patient's age, and their comorbidities.)",cohort_survival,gemini-2.5-pro
ischemic_stroke,Cohort overlap,"a high degree of overlap is expected with cohorts for risk factors like hypertension (60-80%) and their treatments like antihypertensives (60-80%), as well as cohorts for other preventative medications like statins (60-80%) and aspirin (50-70%); moderate overlap is seen with atrial fibrillation (15-30%) and anticoagulants (15-30%), while overlap with acute treatments like thrombolytics (5-15%) and endovascular thrombectomy (5-15%) is lower.",compare_cohorts,gemini-2.5-pro
ischemic_stroke,Cohort timing,"risk factor cohorts such as hypertension and type 2 diabetes are typically entered years before the ischemic stroke cohort, whereas cohorts for acute treatments like endovascular thrombectomy or thrombolytics are entered at the same time; cohorts for secondary prevention medications, such as statins or p2y12 inhibitors, are typically entered within days following the stroke diagnosis.",compare_cohorts,gemini-2.5-pro
ischemic_stroke,Frequently seen comorbidities,"hypertension, dyslipidemia, atrial fibrillation, type 2 diabetes, obesity, heart failure, carotid artery disease, acute myocardial infarction, chronic kidney disease stage 3, chronic kidney disease stage 4 (these conditions are major vascular risk factors that promote the underlying disease processes of atherosclerosis and thromboembolism that lead to ischemic stroke.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ischemic_stroke,Frequently seen signs and symptoms,"hemiparesis, hemiplegia, aphasia, dysarthria, unilateral facial weakness, ataxia, homonymous hemianopia, hemispatial neglect, altered consciousness, dysphagia (these signs and symptoms represent focal neurological deficits that correspond to the specific area of the brain that has been damaged by the lack of blood flow.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ischemic_stroke,Frequently seen medications,"statin, aspirin, p2y12 inhibitors, anticoagulants, ace inhibitors or angiotensin ii receptor blockers, calcium channel blockers, beta blockers, thiazide diuretics, thrombolytics, dipyridamole (these medications are central to the acute treatment of stroke and for secondary prevention by controlling risk factors and preventing the formation of new blood clots.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
type_2_diabetes,Clinical description,"Type 2 diabetes mellitus is a metabolic disorder characterised by high blood sugar, insulin resistance, and relative insulin deficiency. The condition develops from a combination of genetic and lifestyle factors.",cohort_count,gemini-2.5-pro
type_2_diabetes,Frequency,"Type 2 diabetes is a very common chronic condition that is frequently managed across primary and secondary care, so cases should be readily identifiable in most types of real-world healthcare data.",cohort_count,gemini-2.5-pro
type_2_diabetes,Median age of incident cases,"45 to 65 (The condition typically develops in adults over the age of 45, but it is increasingly seen in younger adults, adolescents, and children.)",cohort_characteristics,gemini-2.5-pro
type_2_diabetes,Percentage male,50% to 55% (There is a slight male predominance in the prevalence of type 2 diabetes globally.),cohort_characteristics,gemini-2.5-pro
type_2_diabetes,Survival at five years,"85% to 95% (Mortality is higher than in the general population, primarily due to an increased risk of cardiovascular disease and other long-term complications.)",cohort_survival,gemini-2.5-pro
type_2_diabetes,Cohort overlap,"High overlap (50-80%) is expected with cohorts for hypertension, dyslipidaemia, and obesity, and their corresponding medication cohorts such as antihypertensives, statins, and acei_arbs. Moderate overlap (10-40%) is expected with established cardiovascular disease cohorts like acute_mi, heart_failure, ischemic_stroke, and chronic kidney disease. Lower overlap (<10%) is expected with cohorts for more specific procedures or less common conditions like valve disorders or endocarditis.",compare_cohorts,gemini-2.5-pro
type_2_diabetes,Cohort timing,"Individuals often have pre-existing hypertension, dyslipidaemia, or obesity for years before their type 2 diabetes diagnosis. The diagnosis of type 2 diabetes frequently triggers initiation of medications like statins or acei_arbs. Major cardiovascular events like acute_mi or ischemic_stroke, and the development of significant chronic kidney disease, typically occur 5-15 years after the initial diabetes diagnosis.",compare_cohorts,gemini-2.5-pro
type_2_diabetes,Frequently seen comorbidities,"hypertension, dyslipidaemia, obesity, chronic kidney disease, heart failure, atrial fibrillation, acute myocardial infarction, ischaemic stroke, and coronary artery disease. (these comorbidities share underlying risk factors with type 2 diabetes, such as obesity and metabolic syndrome, or are direct macrovascular and microvascular complications of the disease.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
type_2_diabetes,Frequently seen signs and symptoms,"polyuria, polydipsia, unexplained weight loss, polyphagia, fatigue, blurred vision, paraesthesia, frequent infections, and acanthosis nigricans. (these signs and symptoms are primarily a consequence of hyperglycaemia, which leads to osmotic diuresis, cellular starvation, and damage to nerves and blood vessels.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
type_2_diabetes,Frequently seen medications,"metformin, statins, angiotensin-converting enzyme inhibitors, angiotensin ii receptor blockers, sulfonylureas, dipeptidyl peptidase-4 inhibitors, sodium-glucose co-transporter-2 inhibitors, glucagon-like peptide-1 receptor agonists, insulin, and aspirin. (this includes medications to manage blood glucose and those to manage common comorbidities and reduce cardiovascular risk, such as antihypertensives and lipid-lowering therapies.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
valve_disorder_excl_endocarditis,Clinical description,"Valvular heart disease involves damage to or a defect in one of the four heart valves, most commonly due to age-related degeneration, congenital abnormalities, or rheumatic heart disease. This condition impairs the heart's ability to pump blood efficiently by causing stenosis (narrowing) or regurgitation (leaking) of the valve.",cohort_count,gemini-2.5-pro
valve_disorder_excl_endocarditis,Frequency,"Valvular heart disease is a common condition, with prevalence increasing significantly with age, and it is readily identifiable in both primary and secondary care electronic health records and administrative claims data.",cohort_count,gemini-2.5-pro
valve_disorder_excl_endocarditis,Median age of incident cases,"70 to 80 (The incidence of clinically significant valvular heart disease rises sharply after the age of 65 years, reflecting the degenerative aetiology of the most common forms like aortic stenosis.)",cohort_characteristics,gemini-2.5-pro
valve_disorder_excl_endocarditis,Percentage male,"45% to 55% (Overall, there is a relatively balanced sex distribution, though specific conditions like degenerative aortic stenosis are more common in men, while mitral valve prolapse is more common in women.)",cohort_characteristics,gemini-2.5-pro
valve_disorder_excl_endocarditis,Survival at five years,"60% to 85% (Survival is highly variable and dependent on the specific valve affected, the severity of the disease, the presence of symptoms, and whether surgical or transcatheter intervention is performed.)",cohort_survival,gemini-2.5-pro
valve_disorder_excl_endocarditis,Cohort overlap,"Expect high overlap (30-70%) with cohorts for hypertension, atrial fibrillation, heart failure, dyslipidaemia, and their corresponding medications (antihypertensives, anticoagulants, statins); moderate overlap (15-40%) with type 2 diabetes, chronic kidney disease, and coronary artery disease (acute mi, percutaneous coronary intervention, coronary artery bypass graft); and lower overlap (5-20%) with ischaemic stroke and peripheral vascular procedures. By definition, overlap with endocarditis should be very low.",compare_cohorts,gemini-2.5-pro
valve_disorder_excl_endocarditis,Cohort timing,"Chronic conditions like hypertension, dyslipidaemia, and type 2 diabetes will typically be diagnosed many years before the valve disorder. Complications such as heart failure and atrial fibrillation, along with their associated medications (e.g., anticoagulants), are often diagnosed concurrently with or shortly after the diagnosis of significant valve disease. Procedures like coronary artery bypass graft may be performed at the same time as valve surgery.",compare_cohorts,gemini-2.5-pro
valve_disorder_excl_endocarditis,Frequently seen comorbidities,"hypertension, atrial fibrillation, heart failure, dyslipidaemia, chronic kidney disease, type 2 diabetes, coronary artery disease, ischaemic stroke, and obesity are all common comorbidities. (These comorbidities are frequently observed as they share common risk factors with degenerative valve disease, such as advanced age, and can also be a direct consequence of the haemodynamic stress imposed by the valve disorder.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
valve_disorder_excl_endocarditis,Frequently seen signs and symptoms,"dyspnoea, fatigue, chest pain, syncope, palpitations, peripheral oedema, and heart murmur are all common signs and symptoms. (These features arise from the heart's reduced pumping efficiency and increased workload, leading to symptoms of forward failure like fatigue or backward congestion like dyspnoea and oedema.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
valve_disorder_excl_endocarditis,Frequently seen medications,"beta blockers, angiotensin converting enzyme inhibitors, angiotensin ii receptor blockers, diuretics, statins, warfarin, and direct oral anticoagulants are all common medications. (These medications are primarily used to manage the symptoms and consequences of the valve disorder, such as heart failure and atrial fibrillation, or to treat common co-existing cardiovascular conditions.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
obesity,Clinical description,"Obesity is a complex, chronic disease characterised by an excessive accumulation of body fat. Its aetiology is multifactorial, arising from a long-term imbalance between energy intake and expenditure, influenced by a combination of genetic, behavioural, metabolic, and environmental factors.",cohort_count,gemini-2.5-pro
obesity,Frequency,Obesity is a very common condition with high prevalence globally. Cases are readily identifiable in both primary and secondary care real-world data through specific diagnosis codes or calculations of body mass index from height and weight measurements.,cohort_count,gemini-2.5-pro
obesity,Median age of incident cases,"40 to 55 (Although obesity can be diagnosed at any age, new cases are frequently identified in middle adulthood, a period often associated with lifestyle changes that contribute to weight gain.)",cohort_characteristics,gemini-2.5-pro
obesity,Percentage male,"40% to 55% (The prevalence of obesity is high in both sexes, with some studies showing slightly higher rates in women compared to men, particularly in later life.)",cohort_characteristics,gemini-2.5-pro
obesity,Survival at five years,"90% to 98% (Mortality directly from obesity within five years is low, but survival is reduced compared to the general population due to the increased risk of life-threatening comorbidities.)",cohort_survival,gemini-2.5-pro
